ANNO,ASL,PROVINCIA,COD_ENTE,COD_STRUTTURA,COD_SUB,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,PUBBL_PRIV,COD_DISCIPLINA,DESCR_DISCIPLINA,AREA,TIPO_DEGENZA,MESI_DEG_ORD,MEDIA_LETTI_DEG_ORD,Posti_letto_ORD_attivati_al_31_12,MESI_DH,MEDIA_LETTI_DH_DS,Posti_letto_DH_DS_attivati_al_31_12
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,10,17.1,50,11,1,1
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,38.08,46,0,0,0
2020,322,VA,710,030010,,OSPEDALE GALMARINI - TRADATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,11,6.73,8,0,0,0
2020,327,CR,327,030217,,CASA DI CURA ANCELLE DELLA CARITA'-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,46.83,46,0,0,0
2020,324,LC,715,030024,,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,11.58,0,10,1.4,0
2020,323,SO,713,030904,,OSPEDALE MORELLI - SONDALO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,30,NEUROCHIRURGIA,Area chirurgica,Acuti,8,15.5,0,7,1,0
2020,321,MI,708,030072,01,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,12,15.67,24,0,0,0
2020,327,MN,327,030355,,OSPEDALE DI SUZZARA S.P.A.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,10,25.9,30,6,1,0
2020,321,MI,946,030946,01,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,67,PENSIONANTI,Area medica,Acuti,12,14,0,0,0,0
2020,327,MN,327,030259,,CASA DI CURA S. CLEMENTE - MANTOVA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,10,14,14,11,1,1
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,58,GASTROENTEROLOGIA,Area medica,Acuti,9,7.78,10,0,0,0
2020,325,BG,719,030138,,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,0,0,0,9,4,4
2020,325,BG,325,030143,,HUMANITAS GAVAZZENI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,8,10.13,13,0,0,0
2020,326,BS,326,030275,,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,8,1.88,0,0,0,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,13,CHIRURGIA TORACICA,Area chirurgica,Acuti,12,12.33,18,6,1.83,2
2020,321,MI,706,030066,,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,11,4.91,8,12,1,0
2020,326,BS,326,030176,,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,12,6.83,1,0,0,0
2020,326,BS,326,030178,,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,20,IMMUNOLOGIA,Area medica,Acuti,0,0,1,0,0,0
2020,326,BS,326,030275,,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,12,8.75,0,0,0,0
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,8,27.38,38,12,1,1
2020,321,LO,709,030080,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,11,20,20,0,0,0
2020,325,BG,325,030148,,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,7,92.71,140,0,0,0
2020,324,LC,715,030903,,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,12,4.83,0,0,0,0
2020,326,BS,723,030156,,OSPEDALE DI DESENZANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,3,7,11,1,1
2020,324,LC,715,030903,,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,20.25,0,11,1,0
2020,328,PV,727,030193,,OSPEDALE CIVILE - VIGEVANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,10,6.1,7,0,0,0
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,70,RADIOTERAPIA,Area medica,Acuti,12,2,0,0,0,0
2020,321,MI,708,030085,02,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,10,0,12,5,5
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,12,7.42,0,0,0,0
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,5.17,10,0,0,0
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,12,6,6,0,0,0
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,19,"MALATTIE ENDOCRINE, DEL RICAMBIO E DELLA NUTRIZIONE",Area medica,Acuti,0,0,0,12,1,1
2020,328,PV,727,030191,,OSPEDALE S.MARTINO - MEDE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,2,11.5,,0,0,
2020,321,MI,703,030057,,OSPEDALE M. MELLONI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,3,14.67,0,0,0,0
2020,326,BS,723,030157,,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,11,12.27,24,0,0,0
2020,323,BS,714,030274,01,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,21,27,0,0,0
2020,321,MI,706,030066,,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,9,1.67,2,0,0,0
2020,321,MI,321,030116,,CLINICA POLISPECIALISTICA SAN CARLO - s.r.l.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,50,UNITA' CORONARICA,Area medica,Acuti,12,3.83,5,0,0,0
2020,327,CR,327,030218,,CASA DI CURA S. CAMILLO - CREMONA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,10,11.8,0,11,3,0
2020,321,MI,706,030073,,OSPEDALE DI CIRCOLO - RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,4,23.5,,0,0,
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,20,IMMUNOLOGIA,Area medica,Acuti,5,4.8,,0,0,
2020,324,MB,324,030106,,CASA DI CURA POLICLINICO - MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,11,0,12,1,0
2020,326,BS,326,030176,,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,8.83,14,12,2,2
2020,326,BS,723,030158,,OSPEDALE DI LENO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,1,1,,0,0,
2020,321,MI,321,030378,,CENTRO CLINICO NEMO - FOND. SERENA - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,75,NEURO-RIABILITAZIONE,Area medica,Riab,12,20,20,11,2,2
2020,321,MI,707,030051,,P.O.  CITTA' DI SESTO S. GIOVANNI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,12.92,13,0,0,0
2020,326,BS,723,030156,,OSPEDALE DI DESENZANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,11,8.55,12,0,0,0
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,67,PENSIONANTI,Area medica,Acuti,3,3,0,0,0,0
2020,325,BG,325,030149,,ISTITUTO CLINICO QUARENGHI SRL,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,5,2,2,0,0,0
2020,322,CO,322,030029,,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,12,7,7,0,0,0
2020,326,BS,721,030159,,PRESIDIO OSPEDALIERO DI MONTICHIARI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,10,58.8,148,5,1,1
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,1,1,12,3,3
2020,321,MI,706,030066,,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,11,5.36,10,12,2,2
2020,322,CO,322,030032,,IST.CLINICO VILLA APRICA SPA-COMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,15.17,10,12,3.83,2
2020,324,MB,324,030106,,CASA DI CURA POLICLINICO - MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,11,15,0,0,0,0
2020,326,BS,326,030178,,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,25,0,12,3,0
2020,321,LO,709,030083,,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,21,GERIATRIA,Area medica,Acuti,12,20,20,12,1,1
2020,325,BG,718,030132,,OSPEDALE CIVILE - S.GIOVANNI BIANCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,6,6.67,8,0,0,0
2020,321,MI,923,030923,,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,02,DAY HOSPITAL,Area medica,Acuti,0,0,0,11,1.82,4
2020,321,MI,321,030125,,CASA DI CURA AMBROSIANA SPA-CESANO B.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,11,43.64,49,0,0,0
2020,326,BS,932,030932,,IRCCS CENTRO MEDICO DI LUMEZZANE,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,67,PENSIONANTI,Area medica,Acuti,12,15,0,0,0,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,12,26.42,64,11,1.82,2
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,21,GERIATRIA,Area medica,Acuti,3,28.67,0,0,0,0
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,9,84.11,93,0,0,0
2020,321,MI,708,030071,01,OSPEDALE S. MARIA DELLE STELLE MELZO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,58,GASTROENTEROLOGIA,Area medica,Acuti,0,0,10,0,0,0
2020,328,PV,939,030939,,FOND.IST.NEUROL.C.MONDINO-PAVIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,32,NEUROLOGIA,Area medica,Acuti,12,58.67,68,3,2,0
2020,324,LC,715,030024,,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,10.42,0,10,1,0
2020,321,MI,702,030914,,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,27,27,12,6,6
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,33,NEUROPSICHIATRIA INFANTILE,Area medica,Acuti,12,9.67,10,12,2.75,3
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,23.67,24,0,0,0
2020,328,PV,727,030193,,OSPEDALE CIVILE - VIGEVANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,12,12,0,0,0
2020,325,BG,325,030145,,HUMANITAS CASTELLI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,6,6,0,0,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,10,152.4,158,2,1,1
2020,321,MI,702,030914,,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,10,3.7,9,0,0,0
2020,322,CO,712,030025,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,0,0,0,0,0,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,70,RADIOTERAPIA,Area medica,Acuti,12,21.75,24,9,1,1
2020,327,CR,327,030219,,CASA DI CURA FIGLIE DI S.CAMILLO-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,11,15.55,17,11,2,2
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,12,13,10,12,1,1
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,6,6
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,12,12.25,8,12,1,1
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,35,ODONTOIATRIA E STOMATOLOGIA,Area chirurgica,Acuti,6,4.67,4,12,1.17,2
2020,326,BS,326,030175,,CASA DI CURA S. CAMILLO - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,3,47,10,0,0,0
2020,324,MB,324,030107,,ISTITUTI CLINICI ZUCCHI SPA-MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,13.42,0,10,3,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,19.75,24,12,1,1
2020,321,MI,936,030936,01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,32,NEUROLOGIA,Area medica,Acuti,8,13.88,0,0,0,0
2020,328,PV,939,030939,,FOND.IST.NEUROL.C.MONDINO-PAVIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,75,NEURO-RIABILITAZIONE,Area medica,Riab,12,35,35,0,0,0
2020,326,BS,721,030167,,OSPEDALE DEI BAMBINI - BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,12,24.75,25,0,0,0
2020,321,MI,708,030071,01,OSPEDALE S. MARIA DELLE STELLE MELZO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,12.08,8,12,3,3
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,11,54.92,97,0,0,0
2020,326,BS,326,030368,,C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,28,UNITA' SPINALE,Area medica,Riab,12,10,10,0,0,0
2020,326,BS,722,030163,,PRESIDIO OSPEDALIERO DI ISEO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,16,16,11,2,2
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,8.42,0,12,1,0
2020,322,VA,710,030282,02,OSPEDALE LUINI CONFALONIERI - LUINO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,0,0,0,0,0,0
2020,324,LC,715,030903,,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,12,21.5,0,11,1.09,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,67,PENSIONANTI,Area medica,Acuti,8,11.5,0,0,0,0
2020,321,MI,703,030910,,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,6,6
2020,323,SO,713,030045,,OSPEDALE  MORBEGNO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,12,7.42,0,0,0,0
2020,325,BG,325,030144,,CASA DI CURA BEATO PALAZZOLO - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,34,OCULISTICA,Area chirurgica,Acuti,7,2,2,12,1,1
2020,324,MB,324,030106,,CASA DI CURA POLICLINICO - MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,17.58,0,12,1,0
2020,321,MI,703,030056,,PRESIDIO OSPED. V. BUZZI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,0,0,,0,0,
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,39.17,40,0,0,0
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,19,"MALATTIE ENDOCRINE, DEL RICAMBIO E DELLA NUTRIZIONE",Area medica,Acuti,8,2.75,3,0,0,0
2020,325,BG,325,030148,,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,20,24,12,10,10
2020,325,BG,325,030145,,HUMANITAS CASTELLI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,12,12,0,0,0
2020,321,MI,702,030915,,OSPEDALE S. CARLO BORROMEO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,29.08,0,12,6,0
2020,321,MI,708,030072,01,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,1.42,3,12,1,1
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,43,UROLOGIA,Area chirurgica,Acuti,12,20.67,0,0,0,0
2020,326,BS,721,030159,,PRESIDIO OSPEDALIERO DI MONTICHIARI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,20,20,7,1,1
2020,323,SO,713,030904,,OSPEDALE MORELLI - SONDALO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,4,3.5,0,0,0,0
2020,327,MN,725,030239,,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,12.67,16,12,2,2
2020,321,MI,708,030072,01,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,6,4.17,0,0,0,0
2020,322,CO,322,030029,,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,13.33,15,12,4,4
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,9,14.22,29,0,0,0
2020,327,CR,724,030273,,OSPEDALE OGLIO PO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,6,4,4,0,0,0
2020,321,MI,321,030121,,CASA DI CURA S. PIO X - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,14.58,7
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,12,10,10,0,0,0
